Chunks,NLTK,spaCy,NLTK U spaCy,No_Names
"olt so long
foreseen by her so unforeseen by him she is denounced by an
invisible accuser as the murderess of her enemy

Her enemy he was and she has often often often wished him dead
Her enemy he is even in his grave This dreadful accusation comes
upon her like a new torment at his lifeless hand And when she
recalls how she was secretly at his door that night and how she may
be represented to have sent her favourite girl away so soon before
merely to release herself from observation she shudder",F,F,F,True
"s as if the
hangmans hands were at her neck

She has thrown herself upon the floor and lies with her hair all
wildly scattered and her face buried in the cushions of a couch She
rises up hurries to and fro flings herself down again and rocks
and moans The horror that is upon her is unutterable If she really
were the murderess it could hardly be for the moment more intense

For as her murderous perspective before the doing of the deed
however subtle the precautions for its commission would have b",F,F,F,True
"een
closed up by a gigantic dilatation of the hateful figure preventing
her from seeing any consequences beyond it and as those consequences
would have rushed in in an unimagined flood the moment the figure
was laid lowwhich always happens when a murder is done so now she
sees that when he used to be on the watch before her and she used to
think if some mortal stroke would but fall on this old man and take
him from my way it was but wishing that all he held against her in
his hand might be flung",F,F,F,True
" to the winds and chancesown in many places
So too with the wicked relief she has felt in his death What was
his death but the keystone of a gloomy arch removed and now the
arch begins to fall in a thousand fragments each crushing and
mangling piecemeal

Thus a terrible impression steals upon and overshadows her that from
this pursuer living or deadobdurate and imperturbable before her
in his wellremembered shape or not more obdurate and imperturbable
in his coffinbedthere is no escape but in de",F,F,F,True
"ath Hunted she
flies The complication of her shame her dread remorse and misery
overwhelms her at its height and even her strength of selfreliance
is overturned and whirled away like a leaf before a mighty wind

She hurriedly addresses these lines to her husband seals and leaves
them on her table


   If I am sought for or accused of his murder believe
   that I am wholly innocent Believe no other good of me
   for I am innocent of nothing else that you have heard
   or will hear laid to my char",F,F,F,True
"ge He prepared me on that
   fatal night for his disclosure of my guilt to you After
   he had left me I went out on pretence of walking in the
   garden where I sometimes walk but really to follow him
   and make one last petition that he would not protract the
   dreadful suspense on which I have been racked by him you
   do not know how long but would mercifully strike next
   morning

   I found his house dark and silent I rang twice at his
   door but there was no reply and I came home

   ",F,F,F,True
"I have no home left I will encumber you no more May
   you in your just resentment be able to forget the
   unworthy woman on whom you have wasted a most generous
   devotionwho avoids you only with a deeper shame than
   that with which she hurries from herselfand who writes
   this last adieu


She veils and dresses quickly leaves all her jewels and her money
listens goes downstairs at a moment when the hall is empty opens
and shuts the great door flutters away in the shrill frosty wind




CH",F,F,F,True
"the frigid mews come easily swinging
carriages guided by shortlegged coachmen in flaxen wigs deep sunk
into downy hammercloths and up behind mount luscious Mercuries
bearing sticks of state and wearing cocked hats broadwise a
spectacle for the angels

The Dedlock town house changes not externally and hours pass before
its exalted dullness is disturbed within But Volumnia the fair
being subject to the prevalent complaint of boredom and finding that
disorder attacking her spirits with some virulen",F,F,F,True
"

They lay him down upon his bed and chafe and rub and fan and put
ice to his head and try every means of restoration Howbeit the day
has ebbed away and it is night in his room before his stertorous
breathing lulls or his fixed eyes show any consciousness of the
candle that is occasionally passed before them But when this change
begins it goes on and by and by he nods or moves his eyes or even
his hand in token that he hears and comprehends

He fell down this morning a handsome stately gentleman",F,F,F,True
" somewhat
infirm but of a fine presence and with a wellfilled face He lies
upon his bed an aged man with sunken cheeks the decrepit shadow of
himself His voice was rich and mellow and he had so long been
thoroughly persuaded of the weight and import to mankind of any word
he said that his words really had come to sound as if there were
something in them But now he can only whisper and what he whispers
sounds like what it ismere jumble and jargon

His favourite and faithful housekeeper stands at ",F,F,F,True
"hat it shall not be
seen and lies moaning He passes into a kind of relapse or into a
swoon and it is an hour before he opens his eyes reclining on his
faithful and attached old servants arm The doctors know that he is
best with her and when not actively engaged about him stand aloof

The slate comes into requisition again but the word he wants to
write he cannot remember His anxiety his eagerness and affliction
at this pass are pitiable to behold It seems as if he must go mad in
the necessity he",F,F,F,True
"tific judge of horses but he lays out a little money on the
principal events in that line and generally sums up his knowledge of
the subject in the remark that when he sees a horse as can go he
knows him

His knowledge is not at fault in the present instance Clattering
over the stones at a dangerous pace yet thoughtfully bringing his
keen eyes to bear on every slinking creature whom he passes in the
midnight streets and even on the lights in upper windows where
people are going or gone to bed an",F,F,F,True
"he
perceives in nooks of bridges looking over and in shadowed places
down by the rivers level and a dark dark shapeless object
drifting with the tide more solitary than all clings with a
drowning hold on his attention

Where is she Living or dead where is she If as he folds the
handkerchief and carefully puts it up it were able with an enchanted
power to bring before him the place where she found it and the
nightlandscape near the cottage where it covered the little child
would he descry her the",F,F,F,True
"re On the waste where the brickkilns are
burning with a pale blue flare where the strawroofs of the wretched
huts in which the bricks are made are being scattered by the wind
where the clay and water are hard frozen and the mill in which the
gaunt blind horse goes round all day looks like an instrument of
human torturetraversing this deserted blighted spot there is a
lonely figure with the sad world to itself pelted by the snow and
driven by the wind and cast out it would seem from all
companion",F,F,F,True
"ed that a person was now at our door
who was empowered to convey to her the fullest assurances of
affectionate protection and forgiveness if he could possibly find
her and that I was sought for to accompany him in the hope that my
entreaties might prevail upon her if his failed Something to this
general purpose I made out but I was thrown into such a tumult of
alarm and hurry and distress that in spite of every effort I could
make to subdue my agitation I did not seem to myself fully to
recover ",F,F,F,True
"was far from sure that I was not in a dream We rattled with great
rapidity through such a labyrinth of streets that I soon lost all
idea where we were except that we had crossed and recrossed the
river and still seemed to be traversing a lowlying waterside
dense neighbourhood of narrow thoroughfares chequered by docks and
basins high piles of warehouses swingbridges and masts of ships
At length we stopped at the corner of a little slimy turning which
the wind from the river rushing up it did not",F,F,F,True
"objects in my perturbed state of mind but judging
from the general character of the streets We called at another
office or station for a minute and crossed the river again During
the whole of this time and during the whole search my companion
wrapped up on the box never relaxed in his vigilance a single
moment but when we crossed the bridge he seemed if possible to be
more on the alert than before He stood up to look over the parapet
he alighted and went back after a shadowy female figure that f",F,F,F,True
"litted
past us and he gazed into the profound black pit of water with a
face that made my heart die within me The river had a fearful look
so overcast and secret creeping away so fast between the low flat
lines of shoreso heavy with indistinct and awful shapes both of
substance and shadow so deathlike and mysterious I have seen it
many times since then by sunlight and by moonlight but never free
from the impressions of that journey In my memory the lights upon
the bridge are always burning dim t",F,F,F,True
"t about not wanting to disturb the family after
they was gone to bed and about its being a thing to be regretted that
charitable young ladies should harbour vagrants and then when I
pretty well understood his ways I said I should consider a fypunnote
well bestowed if I could relieve the premises of Toughey without
causing any noise or trouble Then says he lifting up his eyebrows
in the gayest way Its no use mentioning a fypunnote to me my
friend because Im a mere child in such matters and have n",F,F,F,True
"o idea of
money Of course I understood what his taking it so easy meant and
being now quite sure he was the man for me I wrapped the note round
a little stone and threw it up to him Well He laughs and beams and
looks as innocent as you like and says But I dont know the value
of these things What am I to DO with this Spend it sir says I
But I shall be taken in he says they wont give me the right
change I shall lose it its no use to me Lord you never saw such
a face as he carried it with Of course",F,F,F,True
"on said my companion we cant be too soon at
the cottage where those brickmakers are to be found Most inquiries
there I leave to you if youll be so good as to make em The
naturalest way is the best way and the naturalest way is your own
way

We set off again immediately On arriving at the cottage we found it
shut up and apparently deserted but one of the neighbours who knew
me and who came out when I was trying to make some one hear informed
me that the two women and their husbands now lived toge",F,F,F,True
"he

The woman had a great desire to answer but the man with another
oath openly kicked at her foot with his heavy boot He left it to
Jennys husband to say what he chose and after a dogged silence the
latter turned his shaggy head towards me

Im not partial to gentlefolks coming into my place as youve heerd
me say afore now I think miss I let their places be and its
curious they cant let my place be Thered be a pretty shine made if
I was to go awisitin THEM I think Howsoever I dont so much
compla",F,F,F,True
"hy should he talk about
his twenty minutes past and about his having no watch to tell the
time by Twenty minutes He dont usually cut his time so fine as
that If he comes to halfhours its as much as HE does Now you
see either her ladyship gave him that watch or he took it I think
she gave it him Now what should she give it him for What should
she give it him for

He repeated this question to himself several times as we hurried on
appearing to balance between a variety of answers that arose in his",F,F,F,True
"e but a very little way in any direction Although it
was extremely cold the snow was but partially frozen and it
churnedwith a sound as if it were a beach of small shellsunder
the hoofs of the horses into mire and water They sometimes slipped
and floundered for a mile together and we were obliged to come to a
standstill to rest them One horse fell three times in this first
stage and trembled so and was so shaken that the driver had to
dismount from his saddle and lead him at last

I could eat no",F,F,F,True
"thing and could not sleep and I grew so nervous under
those delays and the slow pace at which we travelled that I had an
unreasonable desire upon me to get out and walk Yielding to my
companions better sense however I remained where I was All this
time kept fresh by a certain enjoyment of the work in which he was
engaged he was up and down at every house we came to addressing
people whom he had never beheld before as old acquaintances running
in to warm himself at every fire he saw talking and d",F,F,F,True
"dear
and dont you worry yourself no more than you can help Get on my
lad

The sleet fell all that day unceasingly a thick mist came on early
and it never rose or lightened for a moment Such roads I had never
seen I sometimes feared we had missed the way and got into the
ploughed grounds or the marshes If I ever thought of the time I had
been out it presented itself as an indefinite period of great
duration and I seemed in a strange way never to have been free
from the anxiety under which I then ",F,F,F,True
"laboured

As we advanced I began to feel misgivings that my companion lost
confidence He was the same as before with all the roadside people
but he looked graver when he sat by himself on the box I saw his
finger uneasily going across and across his mouth during the whole of
one long weary stage I overheard that he began to ask the drivers of
coaches and other vehicles coming towards us what passengers they had
seen in other coaches and vehicles that were in advance Their
replies did not encoura",F,F,F,True
"pprehensions I had formed when he began to look at
directionposts and to leave the carriage at cross roads for a
quarter of an hour at a time while he explored them But I was not to
be downhearted he told me for it was as likely as not that the
next stage might set us right again

The next stage however ended as that one ended we had no new clue
There was a spacious inn here solitary but a comfortable
substantial building and as we drove in under a large gateway before
I knew it where a landlady",F,F,F,True
" and her pretty daughters came to the
carriagedoor entreating me to alight and refresh myself while the
horses were making ready I thought it would be uncharitable to
refuse They took me upstairs to a warm room and left me there

It was at the corner of the house I remember looking two ways On
one side to a stableyard open to a byroad where the ostlers were
unharnessing the splashed and tired horses from the muddy carriage
and beyond that to the byroad itself across which the sign was
heavily sw",F,F,F,True
"ad just now
welcomed me and of MY mother lying down in such a wood to die

I was frightened when I found them all about me but I remembered
that before I fainted I tried very hard not to do it and that was
some little comfort They cushioned me up on a large sofa by the
fire and then the comely landlady told me that I must travel no
further tonight but must go to bed But this put me into such a
tremble lest they should detain me there that she soon recalled her
words and compromised for a rest of",F,F,F,True
"ling under the gateway and they took me down warmed refreshed
comforted by kindness and safe I assured them not to faint any
more After I had got in and had taken a grateful leave of them all
the youngest daughtera blooming girl of nineteen who was to be the
first married they had told megot upon the carriage step reached
in and kissed me I have never seen her from that hour but I think
of her to this hour as my friend

The transparent windows with the fire and light looking so bright
and warm f",F,F,F,True
"rom the cold darkness out of doors were soon gone and
again we were crushing and churning the loose snow We went on with
toil enough but the dismal roads were not much worse than they had
been and the stage was only nine miles My companion smoking on the
boxI had thought at the last inn of begging him to do so when I saw
him standing at a great fire in a comfortable cloud of tobaccowas
as vigilant as ever and as quickly down and up again when we came to
any human abode or any human creature He h",F,F,F,True
"ad lighted his little dark
lantern which seemed to be a favourite with him for we had lamps to
the carriage and every now and then he turned it upon me to see that
I was doing well There was a foldingwindow to the carriagehead
but I never closed it for it seemed like shutting out hope

We came to the end of the stage and still the lost trace was not
recovered I looked at him anxiously when we stopped to change but I
knew by his yet graver face as he stood watching the ostlers that he
had heard n",F,F,F,True
"at the bar three times without
making an impression

And not the least amazing circumstance connected with her being
vaguely the town talk is that people hovering on the confines of Mr
Sladderys high connexion people who know nothing and ever did know
nothing about her think it essential to their reputation to pretend
that she is their topic too and to retail her at secondhand with
the last new word and the last new manner and the last new drawl
and the last new polite indifference and all the r",F,F,F,True
" old
enemy is very hard with him He is never asleep though sometimes he
seems to fall into a dull waking doze He caused his bedstead to be
moved out nearer to the window when he heard it was such inclement
weather and his head to be so adjusted that he could see the driving
snow and sleet He watches it as it falls throughout the whole
wintry day

Upon the least noise in the house which is kept hushed his hand is
at the pencil The old housekeeper sitting by him knows what he
would write and whisp",F,F,F,True
"ary to make a journeyI
trust will shortly return Volumnia do I make myself intelligible
The words are not quite under my command in the manner of pronouncing
them

Volumnia understands him perfectly and in truth he delivers himself
with far greater plainness than could have been supposed possible a
minute ago The effort by which he does so is written in the anxious
and labouring expression of his face Nothing but the strength of his
purpose enables him to make it

Therefore Volumnia I desire to ",F,F,F,True
"ate falsehood to me

Volumnia tremblingly protests that she will observe his injunctions
to the letter

My Lady is too high in position too handsome too accomplished too
superior in most respects to the best of those by whom she is
surrounded not to have her enemies and traducers I dare say Let it
be known to them as I make it known to you that being of sound
mind memory and understanding I revoke no disposition I have made
in her favour I abridge nothing I have ever bestowed upon her I am
on un",F,F,F,True
"altered terms with her and I recallhaving the full power to
do it if I were so disposed as you seeno act I have done for her
advantage and happiness

His formal array of words might have at any other time as it has
often had something ludicrous in it but at this time it is serious
and affecting His noble earnestness his fidelity his gallant
shielding of her his generous conquest of his own wrong and his own
pride for her sake are simply honourable manly and true Nothing
less worthy can be seen t",F,F,F,True
"hrough the lustre of such qualities in the
commonest mechanic nothing less worthy can be seen in the bestborn
gentleman In such a light both aspire alike both rise alike both
children of the dust shine equally

Overpowered by his exertions he lays his head back on his pillows
and closes his eyes for not more than a minute when he again resumes
his watching of the weather and his attention to the muffled sounds
In the rendering of those little services and in the manner of their
acceptance the tr",F,F,F,True
"ooper has become installed as necessary to him
Nothing has been said but it is quite understood He falls a step or
two backward to be out of sight and mounts guard a little behind his
mothers chair

The day is now beginning to decline The mist and the sleet into
which the snow has all resolved itself are darker and the blaze
begins to tell more vividly upon the room walls and furniture The
gloom augments the bright gas springs up in the streets and the
pertinacious oil lamps which yet hold their",F,F,F,True
" put it out again for it
is not yet dark enough Yet it is very dark too as dark as it will
be all night By and by she tries again No Put it out It is not
dark enough yet

His old housekeeper is the first to understand that he is striving to
uphold the fiction with himself that it is not growing late

Dear Sir Leicester my honoured master she softly whispers I
must for your own good and my duty take the freedom of begging and
praying that you will not lie here in the lone darkness watching and
wa",F,F,F,True
"ly left
to him to listen

But they find that however dejected and ill he is he brightens when
a quiet pretence is made of looking at the fires in her rooms and
being sure that everything is ready to receive her Poor pretence as
it is these allusions to her being expected keep up hope within him

Midnight comes and with it the same blank The carriages in the
streets are few and other late sounds in that neighbourhood there
are none unless a man so very nomadically drunk as to stray into the
frigi",F,F,F,True
"nces being
not to be thought of Volumnia is attended by her maid who
impressed from her own bed for that purpose extremely cold very
sleepy and generally an injured maid as condemned by circumstances
to take office with a cousin when she had resolved to be maid to
nothing less than ten thousand a year has not a sweet expression of
countenance

The periodical visits of the trooper to these rooms however in the
course of his patrolling is an assurance of protection and company
both to mistress and",F,F,F,True
"ow It has crept as if for shelter into the lintels of
the great doorunder it into the corners of the windows into every
chink and crevice of retreat and there wastes and dies It is
falling still upon the roof upon the skylight even through the
skylight and drip drip drip with the regularity of the Ghosts
Walk on the stone floor below

The trooper his old recollections awakened by the solitary grandeur
of a great houseno novelty to him once at Chesney Woldgoes up the
stairs and through the chief ",F,F,F,True
"nd it had often aided them They had
stopped exhausted halfway up hills they had been driven through
streams of turbulent water they had slipped down and become
entangled with the harness but he and his little lantern had been
always ready and when the mishap was set right I had never heard
any variation in his cool Get on my lads

The steadiness and confidence with which he had directed our journey
back I could not account for Never wavering he never even stopped
to make an inquiry until we were",F,F,F,True
"sing
it during the whole journey What was to ensue when we found her and
what could compensate us for this loss of time were questions also
that I could not possibly dismiss my mind was quite tortured by long
dwelling on such reflections when we stopped

We stopped in a highstreet where there was a coachstand My
companion paid our two drivers who were as completely covered with
splashes as if they had been dragged along the roads like the
carriage itself and giving them some brief direction wher",F,F,F,True
"e to take
it lifted me out of it and into a hackneycoach he had chosen from
the rest

Why my dear he said as he did this How wet you are

I had not been conscious of it But the melted snow had found its way
into the carriage and I had got out two or three times when a fallen
horse was plunging and had to be got up and the wet had penetrated
my dress I assured him it was no matter but the driver who knew
him would not be dissuaded by me from running down the street to his
stable whence he brought",F,F,F,True
"d that I hoped I should be none now

My dear he returned when a young lady is as mild as shes game
and as game as shes mild thats all I ask and more than I expect
She then becomes a queen and thats about what you are yourself

With these encouraging wordsthey really were encouraging to me
under those lonely and anxious circumstanceshe got upon the box
and we once more drove away Where we drove I neither knew then nor
have ever known since but we appeared to seek out the narrowest and
worst stree",F,F,F,True
"tonight and is seen aspeaking to your
maidservant and between her and your maidservant there passes
a paper that I would give a hundred pound for down What do
you do You hide and you watch em and you pounce upon that
maidservantknowing what shes subject to and what a little thing
will bring em onin that surprising manner and with that severity
that by the Lord she goes off and keeps off when a life may be
hanging upon that girls words

He so thoroughly meant what he said now that I involuntarily",F,F,F,True
"to see the
   dear one if I could once morebut only to see hernot
   to speak to her or let her know that I was near The other
   object to elude pursuit and to be lost Do not blame the
   mother for her share The assistance that she rendered me
   she rendered on my strongest assurance that it was for the
   dear ones good You remember her dead child The mens
   consent I bought but her help was freely given


I came That was written said my companion when she rested
there It bears out what I m",F,F,F,True
"ade of it I was right

The next was written at another time


   I have wandered a long distance and for many hours and
   I know that I must soon die These streets I have no
   purpose but to die When I left I had a worse but I am
   saved from adding that guilt to the rest Cold wet and
   fatigue are sufficient causes for my being found dead but
   I shall die of others though I suffer from these It was
   right that all that had sustained me should give way at
   once and that I should die of",F,F,F,True
"tood around her though at a little distance that she might
have air She was not pretty and looked weak and poor but she had a
plaintive and a good face though it was still a little wild I
kneeled on the ground beside her and put her poor head upon my
shoulder whereupon she drew her arm round my neck and burst into
tears

My poor girl said I laying my face against her forehead for
indeed I was crying too and trembling it seems cruel to trouble
you now but more depends on our knowing something abo",F,F,F,True
" night nor day that morning was dawning but the
streetlamps were not yet put out that the sleet was still falling
and that all the ways were deep with it I recollect a few chilled
people passing in the streets I recollect the wet housetops the
clogged and bursting gutters and waterspouts the mounds of
blackened ice and snow over which we passed the narrowness of the
courts by which we went At the same time I remember that the poor
girl seemed to be yet telling her story audibly and plainly in my",F,F,F,True
"
hearing that I could feel her resting on my arm that the stained
housefronts put on human shapes and looked at me that great
watergates seemed to be opening and closing in my head or in the
air and that the unreal things were more substantial than the real

At last we stood under a dark and miserable covered way where one
lamp was burning over an iron gate and where the morning faintly
struggled in The gate was closed Beyond it was a burial grounda
dreadful spot in which the night was very slow",F,F,F,True
"agreed upon to deceive and
then turned across country and went home Think a moment

I could repeat this in my mind too but I had not the least idea what
it meant I saw before me lying on the step the mother of the dead
child She lay there with one arm creeping round a bar of the iron
gate and seeming to embrace it She lay there who had so lately
spoken to my mother She lay there a distressed unsheltered
senseless creature She who had brought my mothers letter who could
give me the only clue to w",F,F,F,True
"here my mother was she who was to guide
us to rescue and save her whom we had sought so far who had come to
this condition by some means connected with my mother that I could
not follow and might be passing beyond our reach and help at that
moment she lay there and they stopped me I saw but did not
comprehend the solemn and compassionate look in Mr Woodcourts face
I saw but did not comprehend his touching the other on the breast to
keep him back I saw him stand uncovered in the bitter air with a",F,F,F,True
"
reverence for something But my understanding for all this was gone

I even heard it said between them Shall she go

She had better go Her hands should be the first to touch her They
have a higher right than ours

I passed on to the gate and stooped down I lifted the heavy head
put the long dank hair aside and turned the face And it was my
mother cold and dead




CHAPTER LX

Perspective


I proceed to other passages of my narrative From the goodness of all
about me I derived such consolation as",F,F,F,True
"rd Chancellor and the Vice Chancellors and the
whole Chancery battery of great guns would be infinitely astonished
by such unreason and injustice in one of their suitors pursued my
guardian When those learned gentlemen begin to raise mossroses
from the powder they sow in their wigs I shall begin to be
astonished too

He checked himself in glancing towards the window to look where the
wind was and leaned on the back of my chair instead

Well well little woman To go on my dear This rock we must le",F,F,F,True
"that calmly trusts itself to such a road
instead of spasmodically trying to fly over it is of the kind I care
for It is Woodcourts kind

And will he get this appointment I asked

Why little woman returned my guardian smiling not being an
oracle I cannot confidently say but I think so His reputation
stands very high there were people from that part of the country in
the shipwreck and strange to say I believe the best man has the
best chance You must not suppose it to be a fine endowment It is a
v",F,F,F,True
"r young friends losing the youthful poetry which was once so
captivating in them begin to think This is a man who wants
pounds So I am I always want pounds not for myself but because
tradespeople always want them of me Next our young friends begin to
think becoming mercenary This is the man who HAD pounds who
borrowed them which I did I always borrow pounds So our young
friends reduced to prose which is much to be regretted degenerate
in their power of imparting pleasure to me Why should I go to",F,F,F,True
" is received into the house
and put to bed in a state that I strongly object to Here is a
banknote produced by the man who demands the boy who is received
into the house and put to bed in a state that I strongly object to
Here is the Skimpole who accepts the banknote produced by the man
who demands the boy who is received into the house and put to bed in
a state that I strongly object to Those are the facts Very well
Should the Skimpole have refused the note WHY should the Skimpole
have refused ",F,F,F,True
"e the whole day long when he knew
there was no remote chance of the suit being mentioned and became
one of the stock sights of the place I wonder whether any of the
gentlemen remembered him as he was when he first went there

So completely was he absorbed in his fixed idea that he used to avow
in his cheerful moments that he should never have breathed the fresh
air now but for Woodcourt It was only Mr Woodcourt who could
occasionally divert his attention for a few hours at a time and rouse
him e",F,F,F,True
"ven when he sunk into a lethargy of mind and body that alarmed
us greatly and the returns of which became more frequent as the
months went on My dear girl was right in saying that he only pursued
his errors the more desperately for her sake I have no doubt that
his desire to retrieve what he had lost was rendered the more intense
by his grief for his young wife and became like the madness of a
gamester

I was there as I have mentioned at all hours When I was there at
night I generally went home ",F,F,F,True
" said was true
I aspired to be more worthy of it It was not too late for that
Although I closed this unforeseen page in my life tonight I could
be worthier of it all through my life And it was a comfort to me
and an impulse to me and I felt a dignity rise up within me that was
derived from him when I thought so

He broke the silence

I should poorly show the trust that I have in the dear one who will
evermore be as dear to me as nowand the deep earnestness with
which he said it at once strengthe",F,F,F,True
"ned me and made me weepif after
her assurance that she is not free to think of my love I urged it
Dear Esther let me only tell you that the fond idea of you which I
took abroad was exalted to the heavens when I came home I have
always hoped in the first hour when I seemed to stand in any ray of
good fortune to tell you this I have always feared that I should
tell it you in vain My hopes and fears are both fulfilled tonight
I distress you I have said enough

Something seemed to pass into my place",F,F,F,True
"bye

He left me and I stood at the dark window watching the street His
love in all its constancy and generosity had come so suddenly upon
me that he had not left me a minute when my fortitude gave way again
and the street was blotted out by my rushing tears

But they were not tears of regret and sorrow No He had called me
the beloved of his life and had said I would be evermore as dear to
him as I was then and I felt as if my heart would not hold the
triumph of having heard those words My first ",F,F,F,True
"d never
seen it look so bright and good There was a high happiness upon it
which made me think He has been doing some great kindness this
morning

There never was said my guardian musing as he smiled upon me
such a Dame Durden for making money last

He had never yet altered his old manner I loved it and him so much
that when I now went up to him and took my usual chair which was
always put at his sidefor sometimes I read to him and sometimes I
talked to him and sometimes I silently worked by him",F,F,F,True
"th said Mr Kenge Of
course we shall at once proceed to do what is necessary with this
document and to collect the necessary evidence concerning it and of
course you will receive our usual notification of the cause being in
the paper

To which I shall pay of course my usual attention

Still bent my dear sir said Mr Kenge showing us through the
outer office to the door still bent even with your enlarged mind
on echoing a popular prejudice We are a prosperous community Mr
Jarndyce a very prosperous",F,F,F,True
"om him too at a publichouse where some of
Rouncewells hands are dining as the ostler tells him Some of
Rouncewells hands have just knocked off for dinnertime and seem to
be invading the whole town They are very sinewy and strong are
Rouncewells handsa little sooty too

He comes to a gateway in the brick wall looks in and sees a great
perplexity of iron lying about in every stage and in a vast variety
of shapesin bars in wedges in sheets in tanks in boilers in
axles in wheels in cogs in cranks in",F,F,F,True
" rails twisted and wrenched
into eccentric and perverse forms as separate parts of machinery
mountains of it broken up and rusty in its age distant furnaces of
it glowing and bubbling in its youth bright fireworks of it
showering about under the blows of the steamhammer redhot iron
whitehot iron coldblack iron an iron taste an iron smell and a
Babel of iron sounds

This is a place to make a mans head ache too says the trooper
looking about him for a countinghouse Who comes here This is very
like",F,F,F,True
"is hat in his hand and very chary of meeting
his brothers eye I am not without my expectations that in the
present visit I may prove to be more free than welcome I have served
as a dragoon in my day and a comrade of mine that I was once rather
partial to was if I dont deceive myself a brother of yours I
believe you had a brother who gave his family some trouble and ran
away and never did any good but in keeping away

Are you quite sure returns the ironmaster in an altered voice
that your name is",F,F,F,True
" Steel

The trooper falters and looks at him His brother starts up calls
him by his name and grasps him by both hands

You are too quick for me cries the trooper with the tears
springing out of his eyes How do you do my dear old fellow I
never could have thought you would have been half so glad to see me
as all this How do you do my dear old fellow how do you do

They shake hands and embrace each other over and over again the
trooper still coupling his How do you do my dear old fellow with
his p",F,F,F,True
"rotestation that he never thought his brother would have been
half so glad to see him as all this

So far from it he declares at the end of a full account of what
has preceded his arrival there I had very little idea of making
myself known I thought if you took by any means forgivingly to my
name I might gradually get myself up to the point of writing a
letter But I should not have been surprised brother if you had
considered it anything but welcome news to hear of me

We will show you at home w",F,F,F,True
"at first by this prospect that he
resists the proposed honour with great earnestness Being overborne
however by his brother and his nephewconcerning whom he renews his
protestations that he never could have thought they would have been
half so glad to see himhe is taken home to an elegant house in all
the arrangements of which there is to be observed a pleasant mixture
of the originally simple habits of the father and mother with such as
are suited to their altered station and the higher fortune",F,F,F,True
"d you Do you believe there is a consideration in the world
that would induce her to take such a step against her favourite son
Do you believe there is any chance of her consent to balance against
the outrage it would be to her loving dear old lady to propose it
If you do you are wrong No George You must make up your mind to
remain UNscratched I think There is an amused smile on the
ironmasters face as he watches his brother who is pondering deeply
disappointed I think you may manage almost as we",F,F,F,True
"ster repressing his amused smile assents

Thank you Thank you Its a weight off my mind says the trooper
with a heave of his chest as he unfolds his arms and puts a hand on
each leg though I had set my heart on being scratched too

The brothers are very like each other sitting face to face but a
certain massive simplicity and absence of usage in the ways of the
world is all on the troopers side

Well he proceeds throwing off his disappointment next and last
those plans of mine You have been so br",F,F,F,True
"brother cries the trooper checking him with his
hand upon his knee again there it is You dont take kindly to that
idea I dont mind it You are not used to being officered I am
Everything about you is in perfect order and discipline everything
about me requires to be kept so We are not accustomed to carry
things with the same hand or to look at em from the same point I
dont say much about my garrison manners because I found myself
pretty well at my ease last night and they wouldnt be noticed here
",F,F,F,True
"struction from abroad
   when where and how to deliver an enclosed letter to a
   young and beautiful lady then unmarried in England I
   duly observed the same

   I further take the liberty to make known to you that it
   was got from me as a proof of handwriting only and that
   otherwise I would not have given it up as appearing to
   be the most harmless in my possession without being
   previously shot through the heart

   I further take the liberty to mention that if I could have
   supp",F,F,F,True
"osed a certain unfortunate gentleman to have been in
   existence I never could and never would have rested until
   I had discovered his retreat and shared my last farthing
   with him as my duty and my inclination would have equally
   been But he was officially reported drowned and
   assuredly went over the side of a transportship at night
   in an Irish harbour within a few hours of her arrival from
   the West Indies as I have myself heard both from officers
   and men on board and know to",F,F,F,True
" have been officially
   confirmed

   I further take the liberty to state that in my humble
   quality as one of the rank and file I am and shall ever
   continue to be your thoroughly devoted and admiring
   servant and that I esteem the qualities you possess above
   all others far beyond the limits of the present dispatch

   I have the honour to be

   GEORGE


A little formal observes the elder brother refolding it with a
puzzled face

But nothing that might not be sent to a pattern young ",F,F,F,True
"them all around me and thinking when
a letter from my guardian was brought to me It asked me to join him
in the country and mentioned by what stagecoach my place was taken
and at what time in the morning I should have to leave town It added
in a postscript that I would not be many hours from Ada

I expected few things less than a journey at that time but I was
ready for it in half an hour and set off as appointed early next
morning I travelled all day wondering all day what I could be
wanted for",F,F,F,True
" at such a distance now I thought it might be for this
purpose and now I thought it might be for that purpose but I was
never never never near the truth

It was night when I came to my journeys end and found my guardian
waiting for me This was a great relief for towards evening I had
begun to fear the more so as his letter was a very short one that
he might be ill However there he was as well as it was possible to
be and when I saw his genial face again at its brightest and best I
said to myself",F,F,F,True
"ing it habitable However when I walked over it the day
before yesterday and it was reported ready I found that I was not
housekeeper enough to know whether things were all as they ought to
be So I sent off for the best little housekeeper that could possibly
be got to come and give me her advice and opinion And here she is
said my guardian laughing and crying both together

Because he was so dear so good so admirable I tried to tell him
what I thought of him but I could not articulate a word

Tut",F,F,F,True
"heerful that I could not long be otherwise and
was almost ashamed of having been otherwise at all When I went to
bed I cried I am bound to confess that I cried but I hope it was
with pleasure though I am not quite sure it was with pleasure I
repeated every word of the letter twice over

A most beautiful summer morning succeeded and after breakfast we
went out arm in arm to see the house of which I was to give my mighty
housekeeping opinion We entered a flowergarden by a gate in a side
wall of wh",F,F,F,True
