Chunks,HasProperNames,Author
"h a deep indent,
To rob me of so rich a bottom here.

GLENDOWER.
Not wind? It shall, it must. You see it doth.

MORTIMER.
Yea, but mark how he bears his course, and runs me up
With like advantage on the other side,
Gelding the opposed continent as much
As on the other side it takes from you.

WORCESTER.
Yea, but a little charge will trench him here,
And on this north side win this cape of land,
And then he runs straight and even.

HOTSPUR.
I’ll have it so, a little charge will do it.

GLENDOWER.",T,William Shakespeare
"TROILUS.
Hold, patience!

ULYSSES.
How now, Trojan!

CRESSIDA.
Diomed!

DIOMEDES.
No, no, good night; I’ll be your fool no more.

TROILUS.
Thy better must.

CRESSIDA.
Hark! a word in your ear.

TROILUS.
O plague and madness!

ULYSSES.
You are moved, Prince; let us depart, I pray,
Lest your displeasure should enlarge itself
To wrathful terms. This place is dangerous;
The time right deadly; I beseech you, go.

TROILUS.
Behold, I pray you.

ULYSSES.
Nay, good my lord, go off;
You flow to great dist",T,William Shakespeare
"prove.

GRUMIO.
[_Aside._] And that his bags shall prove.

HORTENSIO.
Gremio, ’tis now no time to vent our love:
Listen to me, and if you speak me fair,
I’ll tell you news indifferent good for either.
Here is a gentleman whom by chance I met,
Upon agreement from us to his liking,
Will undertake to woo curst Katherine;
Yea, and to marry her, if her dowry please.

GREMIO.
So said, so done, is well.
Hortensio, have you told him all her faults?

PETRUCHIO.
I know she is an irksome brawling scold;
If",T,William Shakespeare
"he will be here tomorrow, or I am deceived by him that
in such intelligence hath seldom fail’d.

COUNTESS.
It rejoices me that I hope I shall see him ere I die. I have letters
that my son will be here tonight. I shall beseech your lordship to
remain with me till they meet together.

LAFEW.
Madam, I was thinking with what manners I might safely be admitted.

COUNTESS.
You need but plead your honourable privilege.

LAFEW.
Lady, of that I have made a bold charter; but, I thank my God, it holds
yet.",T,William Shakespeare
"gious thief, to do’t. The temple
Of virtue was she; yea, and she herself.
Spit, and throw stones, cast mire upon me, set
The dogs o’ th’ street to bay me. Every villain
Be call’d Posthumus Leonatus, and
Be villainy less than ’twas! O Imogen!
My queen, my life, my wife! O Imogen,
Imogen, Imogen!

IMOGEN.
Peace, my lord. Hear, hear!

POSTHUMUS.
Shall’s have a play of this? Thou scornful page,
There lies thy part.

 [_Strikes her. She falls._]

PISANIO.
O gentlemen, help!
Mine and your mistress! O,",T,William Shakespeare
"ke it brief wars. This is true, on mine honour, and so, I pray, go
with us.

VIRGILIA.
Give me excuse, good madam. I will obey you in everything hereafter.

VOLUMNIA.
Let her alone, lady. As she is now, she will but disease our better
mirth.

VALERIA.
In troth, I think she would.—Fare you well, then.—Come, good sweet
lady.—Prithee, Virgilia, turn thy solemness out o’ door, and go along
with us.

VIRGILIA.
No, at a word, madam. Indeed I must not. I wish you much mirth.

VALERIA.
Well then, farewe",F,William Shakespeare
" hushed until our city be afire,
And then I’ll speak a little.

[_He holds her by the hand, silent._]

CORIOLANUS.
O mother, mother!
What have you done? Behold, the heavens do ope,
The gods look down, and this unnatural scene
They laugh at. O my mother, mother, O!
You have won a happy victory to Rome,
But, for your son—believe it, O, believe it!—
Most dangerously you have with him prevailed,
If not most mortal to him. But let it come.—
Aufidius, though I cannot make true wars,
I’ll frame conveni",T,William Shakespeare
"
What devil art thou, that dost torment me thus?
This torture should be roar’d in dismal hell.
Hath Romeo slain himself? Say thou but Ay,
And that bare vowel I shall poison more
Than the death-darting eye of cockatrice.
I am not I if there be such an I;
Or those eyes shut that make thee answer Ay.
If he be slain, say Ay; or if not, No.
Brief sounds determine of my weal or woe.

NURSE.
I saw the wound, I saw it with mine eyes,
God save the mark!—here on his manly breast.
A piteous corse, a bloody",T,William Shakespeare
"yworth in the English. He is a
proper man’s picture; but alas, who can converse with a dumb-show? How
oddly he is suited! I think he bought his doublet in Italy, his round
hose in France, his bonnet in Germany, and his behaviour everywhere.

NERISSA.
What think you of the Scottish lord, his neighbour?

PORTIA.
That he hath a neighbourly charity in him, for he borrowed a box of the
ear of the Englishman, and swore he would pay him again when he was
able. I think the Frenchman became his surety, a",F,William Shakespeare
"h’ grange or mill.

DORCAS.
_If to either, thou dost ill._

AUTOLYCUS.
_Neither._

DORCAS.
_What, neither?_

AUTOLYCUS.
_Neither._

DORCAS.
_Thou hast sworn my love to be._

MOPSA.
_Thou hast sworn it more to me.
Then whither goest? Say, whither?_

CLOWN.
We’ll have this song out anon by ourselves. My father and the gentlemen
are in sad talk, and we’ll not trouble them. Come, bring away thy pack
after me. Wenches, I’ll buy for you both. Pedlar, let’s have the first
choice. Follow me, girls.

 [_",T,William Shakespeare
"unter;
In fine, delivers me to fill the time,
Herself most chastely absent. After,
To marry her, I’ll add three thousand crowns
To what is pass’d already.

WIDOW.
I have yielded.
Instruct my daughter how she shall persever,
That time and place with this deceit so lawful
May prove coherent. Every night he comes
With musics of all sorts, and songs compos’d
To her unworthiness: it nothing steads us
To chide him from our eaves; for he persists
As if his life lay on ’t.

HELENA.
Why then tonight
Let ",F,William Shakespeare
"ver so berhymed since
Pythagoras’ time that I was an Irish rat, which I can hardly remember.

CELIA.
Trow you who hath done this?

ROSALIND.
Is it a man?

CELIA.
And a chain, that you once wore, about his neck. Change you colour?

ROSALIND.
I prithee, who?

CELIA.
O Lord, Lord, it is a hard matter for friends to meet; but mountains
may be removed with earthquakes and so encounter.

ROSALIND.
Nay, but who is it?

CELIA.
Is it possible?

ROSALIND.
Nay, I prithee now, with most petitionary vehemenc",T,William Shakespeare
"ss them.
What answer makes King Lewis unto our letters?

POST.
At my depart these were his very words:
“Go tell false Edward, thy supposed king,
That Lewis of France is sending over maskers
To revel it with him and his new bride.”

KING EDWARD.
Is Lewis so brave? Belike he thinks me Henry.
But what said Lady Bona to my marriage?

POST.
These were her words, uttered with mild disdain:
“Tell him, in hope he’ll prove a widower shortly,
I’ll wear the willow garland for his sake.”

KING EDWARD.
I bla",T,William Shakespeare
", girls, he words me, that I should not
Be noble to myself. But hark thee, Charmian!

 [_Whispers to Charmian._]

IRAS.
Finish, good lady. The bright day is done,
And we are for the dark.

CLEOPATRA.
Hie thee again.
I have spoke already, and it is provided.
Go put it to the haste.

CHARMIAN.
Madam, I will.

 Enter Dolabella.

DOLABELLA.
Where’s the Queen?

CHARMIAN.
Behold, sir.

 [_Exit._]

CLEOPATRA.
Dolabella!

DOLABELLA.
Madam, as thereto sworn by your command,
Which my love makes religion t",T,William Shakespeare
"s a man always going to bed, and
says, “God give you good rest.”

ANTIPHOLUS OF SYRACUSE.
Well, sir, there rest in your foolery. Is there any ship puts forth
tonight? may we be gone?

DROMIO OF SYRACUSE.
Why, sir, I brought you word an hour since that the bark _Expedition_
put forth tonight, and then were you hindered by the sergeant to tarry
for the hoy _Delay_. Here are the angels that you sent for to deliver
you.

ANTIPHOLUS OF SYRACUSE.
The fellow is distract, and so am I,
And here we wander",T,William Shakespeare
" What service is here? I think our fellows are asleep.

[_Exit._]

Enter another Servingman.

SECOND SERVINGMAN.
Where’s Cotus? My master calls for him. Cotus!

[_Exit._]

Enter Coriolanus.

CORIOLANUS.
A goodly house. The feast smells well, but I
Appear not like a guest.

Enter the First Servingman.

FIRST SERVINGMAN.
What would you have, friend? Whence are you? Here’s no place for you.
Pray go to the door.

[_Exit._]

CORIOLANUS.
I have deserved no better entertainment
In being Coriolanus.

En",T,William Shakespeare
" dear,
So soon forsaken? Young men’s love then lies
Not truly in their hearts, but in their eyes.
Jesu Maria, what a deal of brine
Hath wash’d thy sallow cheeks for Rosaline!
How much salt water thrown away in waste,
To season love, that of it doth not taste.
The sun not yet thy sighs from heaven clears,
Thy old groans yet ring in mine ancient ears.
Lo here upon thy cheek the stain doth sit
Of an old tear that is not wash’d off yet.
If ere thou wast thyself, and these woes thine,
Thou and these ",T,William Shakespeare
"limmering light,
        By the dead and drowsy fire.
   Every elf and fairy sprite
        Hop as light as bird from brier,
   And this ditty after me,
   Sing and dance it trippingly.

TITANIA.
   First rehearse your song by rote,
        To each word a warbling note;
   Hand in hand, with fairy grace,
   Will we sing, and bless this place.

 [_Song and Dance._]

OBERON.
   Now, until the break of day,
   Through this house each fairy stray.
   To the best bride-bed will we,
   Which by us sha",T,William Shakespeare
"g;
  And being once subdu’d in armed trail,
  Sweet honey and sweet notes together fail.

Good traders in the flesh, set this in your painted cloths.
As many as be here of Pandar’s hall,
Your eyes, half out, weep out at Pandar’s fall;
Or, if you cannot weep, yet give some groans,
Though not for me, yet for your aching bones.
Brethren and sisters of the hold-door trade,
Some two months hence my will shall here be made.
It should be now, but that my fear is this,
Some galled goose of Winchester wo",T,William Shakespeare
"s as much as you would be denied
Of your fair courtesy.

 [_The Knights and Ladies dance._]

Unclasp, unclasp:
Thanks gentlemen, to all; all have done well.
[_To Pericles._] But you the best. Pages and lights to conduct
These knights unto their several lodgings.
[_To Pericles._] Yours, sir, we have given order to be next our own.

PERICLES.
I am at your grace’s pleasure.

SIMONIDES.
Princes, it is too late to talk of love;
And that’s the mark I know you level at:
Therefore each one betake him to",T,William Shakespeare
"’d turn it all
To thy suggestion, plot, and damned practice:
And thou must make a dullard of the world,
If they not thought the profits of my death
Were very pregnant and potential spurs
To make thee seek it.

GLOUCESTER.
O strange and fast’ned villain!
Would he deny his letter, said he? I never got him.

 [_Tucket within._]

Hark, the Duke’s trumpets! I know not why he comes.
All ports I’ll bar; the villain shall not scape;
The Duke must grant me that: besides, his picture
I will send far and n",T,William Shakespeare
"rk.
Solicit Henry with her wondrous praise.
Bethink thee on her virtues that surmount,
And natural graces that extinguish art;
Repeat their semblance often on the seas,
That, when thou com’st to kneel at Henry’s feet,
Thou mayst bereave him of his wits with wonder.

[_Exit._]

SCENE IV. Camp of the Duke of York in Anjou.

Enter York, Warwick and others.

YORK.
Bring forth that sorceress condemn’d to burn.

Enter La Pucelle, guarded, and a Shepherd.

SHEPHERD.
Ah, Joan, this kills thy father’s he",T,William Shakespeare
"ld; now lies he there,
And none so poor to do him reverence.
O masters! If I were dispos’d to stir
Your hearts and minds to mutiny and rage,
I should do Brutus wrong and Cassius wrong,
Who, you all know, are honourable men.
I will not do them wrong; I rather choose
To wrong the dead, to wrong myself and you,
Than I will wrong such honourable men.
But here’s a parchment with the seal of Caesar,
I found it in his closet; ’tis his will:
Let but the commons hear this testament,
Which, pardon me, I d",T,William Shakespeare
"her of great name and worth;
And towards London do they bend their power,
If by the way they be not fought withal.

STANLEY.
Well, hie thee to thy lord; I kiss his hand.
My letter will resolve him of my mind.
Farewell.

[_Exeunt._]




ACT V

SCENE I. Salisbury. An open place


Enter Sheriff and Halberds, with Buckingham, led to execution.

BUCKINGHAM.
Will not King Richard let me speak with him?

SHERIFF.
No, my good lord; therefore be patient.

BUCKINGHAM.
Hastings, and Edward’s children, Grey",T,William Shakespeare
" your highness will.

KING JOHN.
Some reasons of this double coronation
I have possess’d you with, and think them strong;
And more, more strong, when lesser is my fear,
I shall indue you with. Meantime but ask
What you would have reform’d that is not well,
And well shall you perceive how willingly
I will both hear and grant you your requests.

PEMBROKE.
Then I, as one that am the tongue of these,
To sound the purposes of all their hearts,
Both for myself and them, but, chief of all,
Your safety,",F,William Shakespeare
"ell’d.

MACBETH.
Good repose the while!

BANQUO.
Thanks, sir: the like to you.

 [_Exeunt Banquo and Fleance._]

MACBETH.
Go bid thy mistress, when my drink is ready,
She strike upon the bell. Get thee to bed.

 [_Exit Servant._]

Is this a dagger which I see before me,
The handle toward my hand? Come, let me clutch thee:—
I have thee not, and yet I see thee still.
Art thou not, fatal vision, sensible
To feeling as to sight? or art thou but
A dagger of the mind, a false creation,
Proceeding from",T,William Shakespeare
"barbus, make yourself my guest
Whilst you abide here.

ENOBARBUS.
Humbly, sir, I thank you.

 [_Exeunt._]

SCENE III. Rome. A Room in Caesar’s House.

 Enter Antony, Caesar, Octavia between them.

ANTONY.
The world and my great office will sometimes
Divide me from your bosom.

OCTAVIA.
All which time
Before the gods my knee shall bow my prayers
To them for you.

ANTONY.
Good night, sir.—My Octavia,
Read not my blemishes in the world’s report.
I have not kept my square, but that to come
Shall all",T,William Shakespeare
"ay thy treason with a blush?

WARWICK.
Can Oxford, that did ever fence the right,
Now buckler falsehood with a pedigree?
For shame! Leave Henry, and call Edward king.

OXFORD.
Call him my king by whose injurious doom
My elder brother, the Lord Aubrey Vere,
Was done to death? And more than so, my father,
Even in the downfall of his mellowed years,
When nature brought him to the door of death?
No, Warwick, no; while life upholds this arm,
This arm upholds the house of Lancaster.

WARWICK.
And I th",T,William Shakespeare
"dukes, come not to composition with the
King of Hungary, why then all the dukes fall upon the King.

FIRST GENTLEMAN.
Heaven grant us its peace, but not the King of Hungary’s!

SECOND GENTLEMAN.
Amen.

LUCIO.
Thou conclud’st like the sanctimonious pirate that went to sea with the
ten commandments, but scraped one out of the table.

SECOND GENTLEMAN.
“Thou shalt not steal”?

LUCIO.
Ay, that he razed.

FIRST GENTLEMAN.
Why, ’twas a commandment to command the captain and all the rest from
their fun",T,William Shakespeare
"es, my lord, are in the King’s hand;
But thus much, they are foul ones.

WOLSEY.
So much fairer
And spotless shall mine innocence arise
When the King knows my truth.

SURREY.
This cannot save you.
I thank my memory I yet remember
Some of these articles, and out they shall.
Now, if you can blush and cry “Guilty,” Cardinal,
You’ll show a little honesty.

WOLSEY.
Speak on, sir;
I dare your worst objections. If I blush,
It is to see a nobleman want manners.

SURREY.
I had rather want those than my h",T,William Shakespeare
" that trimming?

AARON.
Why, she was washed, and cut, and trimmed; and ’twas
Trim sport for them which had the doing of it.

LUCIUS.
O barbarous beastly villains, like thyself!

AARON.
Indeed, I was their tutor to instruct them.
That codding spirit had they from their mother,
As sure a card as ever won the set;
That bloody mind I think they learned of me,
As true a dog as ever fought at head.
Well, let my deeds be witness of my worth.
I trained thy brethren to that guileful hole
Where the dead c",T,William Shakespeare
"mother?’

NURSE.
O God’s lady dear,
Are you so hot? Marry, come up, I trow.
Is this the poultice for my aching bones?
Henceforward do your messages yourself.

JULIET.
Here’s such a coil. Come, what says Romeo?

NURSE.
Have you got leave to go to shrift today?

JULIET.
I have.

NURSE.
Then hie you hence to Friar Lawrence’ cell;
There stays a husband to make you a wife.
Now comes the wanton blood up in your cheeks,
They’ll be in scarlet straight at any news.
Hie you to church. I must another way,
",T,William Shakespeare
"ing for adventures in the world,
Was by the rough seas reft of ships and men,
And after shipwreck driven upon this shore.

THAISA.
He thanks your grace; names himself Pericles,
A gentleman of Tyre,
Who only by misfortune of the seas
Bereft of ships and men, cast on this shore.

SIMONIDES.
Now, by the gods, I pity his misfortune,
And will awake him from his melancholy.
Come, gentlemen, we sit too long on trifles,
And waste the time, which looks for other revels.
Even in your armours, as you are a",T,William Shakespeare
"r.

CLOTEN.
Humh!

PISANIO.
[_Aside._] I’ll write to my lord she’s dead. O Imogen,
Safe mayst thou wander, safe return again!

CLOTEN.
Sirrah, is this letter true?

PISANIO.
Sir, as I think.

CLOTEN.
It is Posthumus’ hand; I know’t. Sirrah, if thou wouldst not be a
villain, but do me true service, undergo those employments wherein I
should have cause to use thee with a serious industry—that is, what
villainy soe’er I bid thee do, to perform it directly and truly—I would
think thee an honest man;",T,William Shakespeare
" senators alone of this great world,
Chief factors for the gods: I do not know
Wherefore my father should revengers want,
Having a son and friends, since Julius Caesar,
Who at Philippi the good Brutus ghosted,
There saw you labouring for him. What was’t
That moved pale Cassius to conspire? And what
Made the all-honoured, honest Roman, Brutus,
With the armed rest, courtiers of beauteous freedom,
To drench the Capitol, but that they would
Have one man but a man? And that is it
Hath made me rig my ",T,William Shakespeare
"er withdraw unto some private place,
And reason coldly of your grievances,
Or else depart; here all eyes gaze on us.

MERCUTIO.
Men’s eyes were made to look, and let them gaze.
I will not budge for no man’s pleasure, I.

 Enter Romeo.

TYBALT.
Well, peace be with you, sir, here comes my man.

MERCUTIO.
But I’ll be hanged, sir, if he wear your livery.
Marry, go before to field, he’ll be your follower;
Your worship in that sense may call him man.

TYBALT.
Romeo, the love I bear thee can afford
No ",T,William Shakespeare
"﻿The Project Gutenberg eBook of The Complete Works of William Shakespeare
    
This ebook is for the use of anyone anywhere in the United States and
most other parts of the world at no cost and with almost no restrictions
whatsoever. You may copy it, give it away or re-use it under the terms
of the Project Gutenberg License included with this ebook or online
at www.gutenberg.org. If you are not located in the United States,
you will have to check the laws of the country where you are located
bef",T,William Shakespeare
"marry. Learn it, learn it, Marquess.

DORSET.
It touches you, my lord, as much as me.

RICHARD.
Ay, and much more; but I was born so high.
Our aery buildeth in the cedar’s top,
And dallies with the wind, and scorns the sun.

QUEEN MARGARET.
And turns the sun to shade, alas, alas!
Witness my son, now in the shade of death,
Whose bright out-shining beams thy cloudy wrath
Hath in eternal darkness folded up.
Your aery buildeth in our aery’s nest.
O God, that seest it, do not suffer it!
As it is won ",T,William Shakespeare
"h my body my poor soul’s pollution?
They that lose half with greater patience bear it
Than they whose whole is swallowed in confusion.
That mother tries a merciless conclusion
    Who, having two sweet babes, when death takes one,
    Will slay the other, and be nurse to none.

“My body or my soul, which was the dearer,
When the one pure, the other made divine?
Whose love of either to myself was nearer,
When both were kept for heaven and Collatine?
Ay me, the bark pilled from the lofty pine,
   ",T,William Shakespeare
"
Spotted with strawberries in your wife’s hand?

OTHELLO.
I gave her such a one, ’twas my first gift.

IAGO.
I know not that: but such a handkerchief
(I am sure it was your wife’s) did I today
See Cassio wipe his beard with.

OTHELLO.
If it be that,—

IAGO.
If it be that, or any that was hers,
It speaks against her with the other proofs.

OTHELLO.
O, that the slave had forty thousand lives!
One is too poor, too weak for my revenge!
Now do I see ’tis true. Look here, Iago;
All my fond love thus d",T,William Shakespeare
" victor shall be known? Will you the knights
Shall to the edge of all extremity
Pursue each other, or shall be divided
By any voice or order of the field?
Hector bade ask.

AGAMEMNON.
Which way would Hector have it?

AENEAS.
He cares not; he’ll obey conditions.

AGAMEMNON.
’Tis done like Hector.

ACHILLES.
But securely done,
A little proudly, and great deal misprising
The knight oppos’d.

AENEAS.
If not Achilles, sir,
What is your name?

ACHILLES.
If not Achilles, nothing.

AENEAS.
Therefore Ach",T,William Shakespeare
"as the time and place
Doth make against me, of this direful murder.
And here I stand, both to impeach and purge
Myself condemned and myself excus’d.

PRINCE.
Then say at once what thou dost know in this.

FRIAR LAWRENCE.
I will be brief, for my short date of breath
Is not so long as is a tedious tale.
Romeo, there dead, was husband to that Juliet,
And she, there dead, that Romeo’s faithful wife.
I married them; and their stol’n marriage day
Was Tybalt’s doomsday, whose untimely death
Banish’d th",T,William Shakespeare
"ove, _Hic steterat_, and that Lucentio that comes a-wooing, _Priami_,
is my man Tranio, _regia_, bearing my port, _celsa senis_, that we
might beguile the old pantaloon.

HORTENSIO. [_Returning._]
Madam, my instrument’s in tune.

BIANCA.
Let’s hear.—

[Hortensio _plays._]

O fie! the treble jars.

LUCENTIO.
Spit in the hole, man, and tune again.

BIANCA.
Now let me see if I can construe it: _Hic ibat Simois_, I know you not;
_hic est Sigeia tellus_, I trust you not; _Hic steterat Priami_, take
h",T,William Shakespeare
" was as white as snow,
   All flaxen was his poll.
     He is gone, he is gone,
     And we cast away moan.
   God ha’ mercy on his soul.

And of all Christian souls, I pray God. God b’ wi’ ye.

[_Exit._]

LAERTES.
Do you see this, O God?

KING.
Laertes, I must commune with your grief,
Or you deny me right. Go but apart,
Make choice of whom your wisest friends you will,
And they shall hear and judge ’twixt you and me.
If by direct or by collateral hand
They find us touch’d, we will our kingdom g",T,William Shakespeare
"father
A Father that has killed his son

Soldiers, Attendants, Messengers, Watchmen, etc.

SCENE: England and France




ACT I

SCENE I. London. The Parliament House


Alarum. Enter Duke of York, Edward, Richard, Norfolk, Montague, Warwick
and Soldiers, all wearing the white rose.

WARWICK.
I wonder how the King escaped our hands.

YORK.
While we pursued the horsemen of the north,
He slyly stole away and left his men;
Whereat the great Lord of Northumberland,
Whose warlike ears could never brook",T,William Shakespeare
"aight; put on the gown the while.

[_Exit Falstaff._]

MISTRESS FORD.
I would my husband would meet him in this shape. He cannot abide the
old woman of Brentford; he swears she’s a witch, forbade her my house,
and hath threatened to beat her.

MISTRESS PAGE.
Heaven guide him to thy husband’s cudgel and the devil guide his cudgel
afterwards!

MISTRESS FORD.
But is my husband coming?

MISTRESS PAGE.
Ay, in good sadness is he, and talks of the basket too, howsoever he
hath had intelligence.

MISTRE",T,William Shakespeare
"nine lives; that I mean to
make bold withal, and, as you shall use me hereafter, dry-beat the rest
of the eight. Will you pluck your sword out of his pilcher by the ears?
Make haste, lest mine be about your ears ere it be out.

TYBALT.
[_Drawing._] I am for you.

ROMEO.
Gentle Mercutio, put thy rapier up.

MERCUTIO.
Come, sir, your passado.

 [_They fight._]

ROMEO.
Draw, Benvolio; beat down their weapons.
Gentlemen, for shame, forbear this outrage,
Tybalt, Mercutio, the Prince expressly hath
Fo",T,William Shakespeare
"ng of Aaron with his Child in his arms.

SECOND GOTH.
Renowned Lucius, from our troops I strayed
To gaze upon a ruinous monastery;
And as I earnestly did fix mine eye
Upon the wasted building, suddenly
I heard a child cry underneath a wall.
I made unto the noise, when soon I heard
The crying babe controlled with this discourse:
“Peace, tawny slave, half me and half thy dame!
Did not thy hue bewray whose brat thou art,
Had nature lent thee but thy mother’s look,
Villain, thou mightst have been an",T,William Shakespeare
", more kingly in my thoughts.
But I must make fair weather yet awhile,
Till Henry be more weak and I more strong.—
Buckingham, I prithee, pardon me,
That I have given no answer all this while;
My mind was troubled with deep melancholy.
The cause why I have brought this army hither
Is to remove proud Somerset from the King,
Seditious to his grace and to the state.

BUCKINGHAM.
That is too much presumption on thy part;
But if thy arms be to no other end,
The King hath yielded unto thy demand:
The ",T,William Shakespeare
"est born, I could as well be brought
To knee his throne, and, squire-like, pension beg
To keep base life afoot. Return with her?
Persuade me rather to be slave and sumpter
To this detested groom.

 [_Pointing to Oswald._]

GONERIL.
At your choice, sir.

LEAR.
I prithee, daughter, do not make me mad:
I will not trouble thee, my child; farewell:
We’ll no more meet, no more see one another.
But yet thou art my flesh, my blood, my daughter;
Or rather a disease that’s in my flesh,
Which I must needs ",T,William Shakespeare
"cent,
And then will I be general of your woes,
And lead you even to death. Meantime forbear,
And let mischance be slave to patience.
Bring forth the parties of suspicion.

FRIAR LAWRENCE.
I am the greatest, able to do least,
Yet most suspected, as the time and place
Doth make against me, of this direful murder.
And here I stand, both to impeach and purge
Myself condemned and myself excus’d.

PRINCE.
Then say at once what thou dost know in this.

FRIAR LAWRENCE.
I will be brief, for my short date",T,William Shakespeare
"his false finger have profaned the ring,
Mine shall not do his Julia so much wrong.

JULIA.
She thanks you.

SILVIA.
What sayst thou?

JULIA.
I thank you, madam, that you tender her.
Poor gentlewoman, my master wrongs her much.

SILVIA.
Dost thou know her?

JULIA.
Almost as well as I do know myself.
To think upon her woes, I do protest
That I have wept a hundred several times.

SILVIA.
Belike she thinks that Proteus hath forsook her?

JULIA.
I think she doth, and that’s her cause of sorrow.

SIL",T,William Shakespeare
"Is our best having.

ANNE.
By my troth and maidenhead,
I would not be a queen.

OLD LADY.
Beshrew me, I would,
And venture maidenhead for’t; and so would you,
For all this spice of your hypocrisy.
You, that have so fair parts of woman on you,
Have too a woman’s heart, which ever yet
Affected eminence, wealth, sovereignty;
Which, to say sooth, are blessings; and which gifts,
Saving your mincing, the capacity
Of your soft cheveril conscience would receive,
If you might please to stretch it.

ANNE.",F,William Shakespeare
".
Men at some time are masters of their fates:
The fault, dear Brutus, is not in our stars,
But in ourselves, that we are underlings.
“Brutus” and “Caesar”: what should be in that “Caesar”?
Why should that name be sounded more than yours?
Write them together, yours is as fair a name;
Sound them, it doth become the mouth as well;
Weigh them, it is as heavy; conjure with ’em,
“Brutus” will start a spirit as soon as “Caesar.”
Now in the names of all the gods at once,
Upon what meat doth this our Ca",T,William Shakespeare
" takes the cattle,
And makes milch-kine yield blood, and shakes a chain
In a most hideous and dreadful manner.
You have heard of such a spirit, and well you know
The superstitious idle-headed eld
Received and did deliver to our age,
This tale of Herne the hunter for a truth.

PAGE.
Why, yet there want not many that do fear
In deep of night to walk by this Herne’s oak.
But what of this?

MISTRESS FORD.
Marry, this is our device,
That Falstaff at that oak shall meet with us,
Disguised like Herne, ",T,William Shakespeare
"nd they are ready
Tomorrow, or at further space, to appear
Where you shall hold your session. At this time
We sweat and bleed: the friend hath lost his friend;
And the best quarrels in the heat are curs’d
By those that feel their sharpness.
The question of Cordelia and her father
Requires a fitter place.

ALBANY.
Sir, by your patience,
I hold you but a subject of this war,
Not as a brother.

REGAN.
That’s as we list to grace him.
Methinks our pleasure might have been demanded
Ere you had spoke s",T,William Shakespeare
" devise.
I see your brows are full of discontent,
Your hearts of sorrow, and your eyes of tears.
Come home with me to supper. I will lay
A plot shall show us all a merry day.

 [_Exeunt._]




ACT V

SCENE I. London. A street leading to the Tower.


 Enter the Queen and ladies.

QUEEN.
This way the King will come. This is the way
To Julius Caesar’s ill-erected tower,
To whose flint bosom my condemned lord
Is doomed a prisoner by proud Bolingbroke.
Here let us rest, if this rebellious earth
Have ",T,William Shakespeare
"sembly is contriv’d,
We do salute you, Duke of Burgundy;
And, princes French, and peers, health to you all!

FRENCH KING.
Right joyous are we to behold your face,
Most worthy brother England; fairly met!
So are you, princes English, every one.

QUEEN ISABEL.
So happy be the issue, brother England,
Of this good day and of this gracious meeting
As we are now glad to behold your eyes;
Your eyes, which hitherto have borne in them
Against the French that met them in their bent
The fatal balls of murd",T,William Shakespeare
"s to a molehill should
In supplication nod; and my young boy
Hath an aspect of intercession which
Great Nature cries “Deny not!” Let the Volsces
Plough Rome and harrow Italy, I’ll never
Be such a gosling to obey instinct, but stand
As if a man were author of himself,
And knew no other kin.

VIRGILIA.
My lord and husband.

CORIOLANUS.
These eyes are not the same I wore in Rome.

VIRGILIA.
The sorrow that delivers us thus changed
Makes you think so.

CORIOLANUS.
Like a dull actor now,
I have forgo",T,William Shakespeare
"f his own getting. Horns? Even so. Poor
men alone? No, no, the noblest deer hath them as huge as the rascal. Is
the single man therefore blessed? No. As a walled town is more worthier
than a village, so is the forehead of a married man more honourable
than the bare brow of a bachelor. And by how much defence is better
than no skill, by so much is horn more precious than to want.

Enter Sir Oliver Martext.

Here comes Sir Oliver. Sir Oliver Martext, you are well met. Will you
dispatch us here und",T,William Shakespeare
"o Gentlemen, prisoners with Suffolk

Jack CADE, a rebel
George BEVIS
John HOLLAND
DICK the butcher
SMITH the weaver
MICHAEL, etc., followers of Cade
CLERK of Chartham
SIR HUMPHREY STAFFORD
WILLIAM STAFFORD, his brother
LORD SCALES
LORD SAYE
MATTHEW GOUGH
Alexander IDEN, a Kentish gentleman

Lords, Ladies, and Attendants, Petitioners, Aldermen, a Herald, a
Beadle, Sheriff, and Officers, Citizens, Prentices, Falconers, Guards,
Soldiers, Messengers, &c.

A Spirit

SCENE: England.




ACT I

SCENE I",T,William Shakespeare
"  The fresh streams ran by her, and murmur’d her moans,
        Sing willow, willow, willow;
    Her salt tears fell from her, and soften’d the stones;—_

Lay by these:—

[_Sings._]
        _Sing willow, willow, willow._

Prithee hie thee. He’ll come anon.

[_Sings._]
    _Sing all a green willow must be my garland.
Let nobody blame him, his scorn I approve,—_

Nay, that’s not next. Hark! who is’t that knocks?

EMILIA.
It’s the wind.

DESDEMONA.
[_Sings._]
    _I call’d my love false love; but w",T,William Shakespeare
"ambition, but without
The illness should attend it. What thou wouldst highly,
That wouldst thou holily; wouldst not play false,
And yet wouldst wrongly win. Thou’dst have, great Glamis,
That which cries, “Thus thou must do,” if thou have it;
And that which rather thou dost fear to do,
Than wishest should be undone. Hie thee hither,
That I may pour my spirits in thine ear,
And chastise with the valour of my tongue
All that impedes thee from the golden round,
Which fate and metaphysical aid doth s",T,William Shakespeare
